infinitive,class,stress
освети́ться,4,b
истрёпываться,1,a
обновля́ться,1,a
ста́ться,15,a
освеща́ться,1,a
отдува́ться,1,a
тру́сить,4,a
труси́ть,4,b
трепа́ться,6,c
истрепа́ть,6,c
вы́воротиться,4,a
исче́рпаться,1,a
наве́дываться,1,a
вывора́чиваться,1,a
изобрази́ться,4,b
протяну́ться,3,c
вы́вернуться,3,a
пролива́ться,1,a
изобража́ться,1,a
отва́живаться,1,a
вывёртываться,1,a
размахну́ться,3,b
полива́ться,1,a
протя́гиваться,1,a
забинтова́ть,2,a
позаи́мствовать,2,a
прорасти́,7,b
скорректи́ровать,2,a
сосуществова́ть,2,a
испа́чкать,1,a
пирова́ть,2,a
сгрести́,7,b
взбунтова́ть,2,a
отве́дать,1,a
распере́ть,9,b
присва́ивать,1,a
подкорми́ть,4,c
вы́переть,9,a
гастроли́ровать,2,a
пилоти́ровать,2,a
раскида́ть,1,a
сгреба́ть,1,a
импони́ровать,2,a
облега́ть,1,a
облиза́ть,6,c
зазыва́ть,1,a
замаскирова́ть,2,a
ра́товать,2,a
зазва́ть,6,b
вы́страдать,1,a
отве́дывать,1,a
подка́рмливать,1,a
бунтова́ть,2,a
рассе́чь,8,b
рассека́ть,1,a
обли́зывать,1,a
облека́ть,1,a
бинтова́ть,2,a
угото́вить,4,a
распира́ть,1,a
финиши́ровать,2,a
разма́зывать,1,a
разже́чь,8,b
подгля́дывать,1,a
маскирова́ть,2,a
разма́зать,6,a
дебюти́ровать,2,a
репресси́ровать,2,a
отгова́ривать,1,a
прораста́ть,1,a
отговори́ть,4,b
обле́чь,8,a
квалифици́ровать,2,a
подгляде́ть,5,b
засади́ть,4,c
обнагле́ть,1,a
намота́ть,1,a
совлада́ть,1,a
опу́тать,1,a
осироте́ть,1,a
нама́тывать,1,a
хами́ть,4,b
нашуме́ть,5,b
переспа́ть,5,b
утаи́ть,4,b
созрева́ть,1,a
сироте́ть,1,a
напя́лить,4,a
осчастли́вить,4,a
опу́тывать,1,a
исцели́ть,4,b
уязвля́ть,1,a
напя́ливать,1,a
заса́живать,1,a
дослу́шать,1,a
скле́ить,4,a
нарабо́тать,1,a
ца́рствовать,2,a
нагле́ть,1,a
вда́вливать,1,a
дорабо́тать,1,a
помолоде́ть,1,a
пересы́пать,6,a
пересыпа́ть,1,a
посоли́ть,4,c
молоде́ть,1,a
скле́ивать,1,a
дораба́тывать,1,a
начисля́ть,1,a
пя́лить,4,a
закле́ивать,1,a
угото́вать,1,a
спере́ть,9,b
закле́ить,4,a
начи́слить,4,a
исцеля́ть,1,a
обгоре́ть,5,b
уязви́ть,4,b
перегороди́ть,4,c
выпира́ть,1,a
ута́ивать,1,a
пестре́ть,1,a
оголи́ть,4,b
перегора́живать,1,a
соли́ть,4,c
вмени́ть,4,b
чи́ркнуть,3,a
простра́чивать,1,a
затемни́ть,4,b
преми́нуть,3,a
втащи́ть,4,c
оголя́ть,1,a
растопи́ть,4,c
сни́кнуть,3,a
прострочи́ть,4,b
засекре́тить,4,a
протащи́ть,4,c
вменя́ть,1,a
оттопы́рить,4,a
затемня́ть,1,a
настрочи́ть,4,b
облачи́ть,4,b
посуди́ть,4,c
поджа́рить,4,a
засия́ть,1,a
вта́скивать,1,a
вли́пнуть,3,a
раста́пливать,1,a
обгора́ть,1,a
оттопы́ривать,1,a
скрю́чить,4,a
отшвырну́ть,3,b
зачеркну́ть,3,b
надви́нуть,3,a
ду́нуть,3,a
вы́плюнуть,3,a
соде́ять,6,a
пропаха́ть,6,c
шмыгну́ть,3,b
содева́ть,1,a
просия́ть,1,a
потону́ть,3,c
влипа́ть,1,a
перечёркивать,1,a
темни́ть,4,b
пореши́ть,4,b
чи́ркать,1,a
отдёрнуть,3,a
отшвы́ривать,1,a
прота́скивать,1,a
забо́тить,4,a
крю́чить,4,a
зачёркивать,1,a
поджа́ривать,1,a
отдёргивать,1,a
приплы́ть,16,b
проска́льзывать,1,a
приплыва́ть,1,a
стрельну́ть,3,b
надвига́ть,1,a
строчи́ть,4,b
разжига́ть,1,a
пропа́хнуть,3,a
задолба́ть,1,a
засекре́чивать,1,a
перечеркну́ть,3,b
помути́ть,4,b
пропа́хивать,1,a
выплёвывать,1,a
замути́ть,4,b
вдави́ть,4,c
мути́ть,4,b
ю́ркнуть,3,b
попеня́ть,1,a
вы́волочь,8,a
остри́чь,8,b
отсе́чь,8,b
отсня́ть,14,c
запада́ться,1,a
учу́ять,6,a
вы́творить,4,a
острига́ть,1,a
пеня́ть,1,a
изогну́ться,3,b
вывола́кивать,1,a
учу́ивать,1,a
поцелова́ться,2,a
разрыда́ться,1,a
изгиба́ться,1,a
промы́слить,4,a
отсека́ть,1,a
скрю́чивать,1,a
чо́каться,1,a
кувырну́ться,3,b
разволнова́ть,2,a
покопа́ться,1,a
вытворя́ть,1,a
возводи́ться,4,c
кувыркну́ться,3,b
съёжиться,4,a
запасти́сь,7,b
разволнова́ться,2,a
поту́питься,4,a
закача́ться,1,a
потупля́ть,1,a
возвести́сь,7,b
излага́ться,1,a
обозли́ться,4,b
поруга́ться,1,a
обозли́ть,4,b
смести́ться,4,b
закача́ть,1,a
кувырка́ться,1,a
сгиба́ться,1,a
потупля́ться,1,a
ёжиться,4,a
разори́ться,4,b
съёживаться,1,a
концентри́роваться,2,a
суди́ться,4,c
уничто́житься,4,a
зайти́сь,irreg,
приостанови́ться,4,c
покуси́ться,4,b
изложи́ться,4,c
игра́ться,1,a
перемина́ться,1,a
резви́ться,4,b
уничтожа́ться,1,a
проговори́ться,4,b
поруга́ть,1,a
разоря́ться,1,a
покуша́ться,1,a
взбеси́ть,4,c
сравни́ться,4,b
проголода́ться,1,a
приостана́вливаться,1,a
бара́хтаться,1,a
взбеси́ться,4,c
поучи́ть,4,c
напоро́ть,10,c
напа́рывать,1,a
закрути́ться,4,c
поту́пить,4,a
потупи́ть,4,c
закру́чиваться,1,a
напоро́ться,10,c
беси́ться,4,c
поучи́ться,4,c
перегну́ться,3,b
перегиба́ться,1,a
шелохну́ть,3,b
прогова́ривать,1,a
охрани́ть,4,b
шелохну́ться,3,b
прогова́риваться,1,a
очища́ться,1,a
придви́нуться,3,a
оборони́ться,4,b
обвини́ться,4,b
ковыря́ться,1,a
охрани́ться,4,b
проскользну́ть,3,b
подви́нуться,3,a
коло́ться,10,c
испе́чься,8,b
охраня́ться,1,a
затрудни́ться,4,b
обвиня́ться,1,a
обороня́ться,1,a
прикрепи́ться,4,b
затрудня́ться,1,a
промышля́ть,1,a
пе́чься,8,b
придвига́ться,1,a
наки́дываться,1,a
прикрепля́ться,1,a
наки́нуться,3,a
подда́кнуть,3,a
запиха́ть,1,a
обна́шивать,1,a
сконцентри́роваться,2,a
напа́рываться,1,a
запихну́ть,3,b
умолча́ть,5,b
врасти́,7,b
перекочева́ть,2,a
привноси́ть,4,c
пихну́ть,3,b
завербова́ть,2,a
подда́кивать,1,a
вы́шагнуть,3,a
вы́шагать,1,a
оборони́ть,4,b
враста́ть,1,a
разузна́ть,1,a
потолкова́ть,2,a
очи́ститься,4,a
заходи́ться,4,c
прочу́вствовать,2,a
понаблюда́ть,1,a
прихра́мывать,1,a
отвоева́ть,2,a
ша́стать,1,a
запи́хивать,1,a
перете́чь,8,b
отполирова́ть,2,a
засверка́ть,1,a
покри́кивать,1,a
конфликтова́ть,2,a
припря́тать,6,a
запатентова́ть,2,a
затолкну́ть,3,b
смеща́ться,1,a
привнести́,7,b
перекочёвывать,1,a
скомпромети́ровать,2,a
загада́ть,1,a
затолка́ть,1,a
импровизи́ровать,2,a
потре́скивать,1,a
запря́тать,6,a
отвоёвывать,1,a
симпатизи́ровать,2,a
подвига́ться,1,a
подви́гаться,1,a
подыгра́ть,1,a
зата́лкивать,1,a
закоди́ровать,2,a
разузнава́ть,13,b
смолча́ть,5,b
капри́зничать,1,a
навра́ть,6,b
полюби́ться,4,c
взлома́ть,1,a
поку́ривать,1,a
света́ть,1,a
снисходи́ть,4,c
эксплуати́роваться,2,a
зама́зать,6,a
поды́грывать,1,a
программи́ровать,2,a
полегча́ть,1,a
мурлы́кать,6,a
локализова́ть,2,a
зама́зывать,1,a
щебета́ть,6,c
взла́мывать,1,a
зага́дывать,1,a
припря́тывать,1,a
запря́тывать,1,a
легча́ть,1,a
похода́тайствовать,2,a
схва́тывать,1,a
запрограмми́ровать,2,a
патентова́ть,2,a
систематизи́ровать,2,a
